1	73591	0.0
1	221573	2.3255813953488373
1	307884	4.651162790697675
1	321107	6.976744186046512
1	331434	9.30232558139535
1	367946	11.627906976744185
1	450077	13.953488372093023
1	521936	16.27906976744186
1	566944	18.6046511627907
1	636052	20.930232558139537
1	677634	23.25581395348837
1	685082	25.581395348837212
1	703196	27.906976744186046
1	725322	30.23255813953488
1	805900	32.55813953488372
1	880911	34.883720930232556
1	900561	37.2093023255814
1	928182	39.53488372093023
1	1017968	41.86046511627907
1	1114250	44.18604651162791
1	1205525	46.51162790697674
1	1299886	48.837209302325576
1	1418290	51.162790697674424
1	1524570	53.48837209302325
1	1693798	55.81395348837209
1	2082520	58.139534883720934
1	2317599	60.46511627906976
1	2365339	62.7906976744186
1	2412111	65.11627906976744
1	2526449	67.44186046511628
1	2646789	69.76744186046511
1	2696500	72.09302325581395
1	2765851	74.4186046511628
1	2807589	76.74418604651163
1	2856756	79.06976744186046
1	2897249	81.3953488372093
1	2943294	83.72093023255815
1	3007547	86.04651162790698
1	3029615	88.37209302325581
1	3030704	90.69767441860465
1	3031793	93.02325581395348
1	3034030	95.34883720930233
1	3047274	97.67441860465115
1	3060509	100.0
1	3097612	102.32558139534885
1	3154238	104.65116279069768
1	3263579	106.9767441860465
1	3454898	109.30232558139534
1	3599351	111.62790697674419
1	3654329	113.95348837209302
1	3675860	116.27906976744187
1	3691032	118.6046511627907
1	3702039	120.93023255813952
1	3705151	125.5813953488372
1	3711021	130.2325581395349
1	3717185	132.5581395348837
1	3735709	134.88372093023256
1	3772150	137.2093023255814
1	3818818	139.53488372093022
1	3859420	141.86046511627907
1	3872725	144.1860465116279
1	3906833	146.51162790697674
1	4011257	148.8372093023256
1	4103141	151.1627906976744
1	4135487	153.48837209302326
1	4157988	155.8139534883721
1	4243975	158.13953488372093
1	4321253	160.46511627906978
1	4375557	162.7906976744186
1	4527052	165.11627906976744
1	4738293	167.4418604651163
1	5071763	169.7674418604651
1	5462304	172.09302325581396
1	5943080	174.41860465116278
1	6604588	176.74418604651163
1	6979353	179.06976744186048
1	7010629	181.3953488372093
1	7059876	183.72093023255815
1	7119978	186.04651162790697
1	7149335	188.37209302325581
1	7179175	190.69767441860466
1	7203636	193.0232558139535
1	7218406	195.3488372093023
1	7238087	197.67441860465115
1	7329169	200.0
1	7449156	202.32558139534885
1	7503087	204.6511627906977
1	7523695	206.97674418604652
1	7532807	209.30232558139537
1	7566503	211.6279069767442
1	7617867	213.953488372093
1	7665748	216.27906976744185
1	7718532	218.60465116279067
1	7769625	220.93023255813952
1	7845612	223.25581395348837
1	8003240	225.58139534883722
1	8130803	227.90697674418604
1	8150239	230.2325581395349
1	8170579	232.55813953488374
1	8199438	234.88372093023258
1	8228649	237.2093023255814
1	8303064	239.53488372093022
1	8369922	241.86046511627904
1	8447604	244.1860465116279
1	8538157	246.51162790697674
1	8703873	248.8372093023256
1	8999590	251.1627906976744
1	9187776	253.48837209302326
1	9293900	255.8139534883721
1	9368498	258.13953488372096
1	9399834	260.4651162790698
1	9437893	262.7906976744186
1	9482684	265.1162790697674
1	9547979	267.4418604651163
1	9629604	269.7674418604651
1	9802757	272.09302325581393
1	10051689	274.4186046511628
1	10206212	276.74418604651163
1	10247929	279.06976744186045
1	10306552	281.3953488372093
1	10373523	283.72093023255815
1	10407269	286.046511627907
1	10417411	288.3720930232558
1	10730741	290.6976744186046
1	11043825	293.0232558139535
1	11079999	295.3488372093023
1	11145633	297.6744186046512
1	11483803	300.0
1	11834772	302.3255813953488
1	11893706	304.6511627906977
1	11913077	306.9767441860465
1	11929118	309.3023255813954
1	12042109	311.6279069767442
1	12143679	313.953488372093
1	12208922	316.27906976744185
1	12309575	318.6046511627907
1	12599179	320.93023255813955
1	12864310	323.25581395348837
1	12919570	325.5813953488372
1	12980856	327.90697674418607
1	13647444	330.2325581395349
1	14346425	332.5581395348837
1	14396527	334.8837209302326
1	14398386	337.2093023255814
1	14407374	339.5348837209302
1	14430129	341.86046511627904
1	14477782	344.1860465116279
1	14516085	346.51162790697674
1	14567613	348.83720930232556
1	14764200	351.16279069767444
1	14959798	353.48837209302326
1	15005619	355.8139534883721
1	15033551	358.13953488372096
1	15062506	360.4651162790698
1	15154214	362.7906976744186
1	15272871	365.1162790697674
1	15324604	367.4418604651163
1	15348913	369.7674418604651
1	15394642	372.09302325581393
1	15450754	374.4186046511628
1	15485166	376.74418604651163
1	15522052	379.06976744186045
1	15545590	381.3953488372093
1	15555324	383.72093023255815
1	15557248	386.046511627907
1	15568045	388.3720930232558
1	15588288	390.6976744186046
1	15639222	393.0232558139535
1	15765297	395.3488372093023
1	15913756	397.6744186046512
1	16051875	400.0
1	16142341	402.3255813953488
1	16186325	404.6511627906977
1	16308227	406.9767441860465
1	16434413	409.3023255813954
1	16518568	411.6279069767442
1	16696869	413.95348837209303
1	16833434	416.2790697674419
1	16939823	418.60465116279073
1	17036606	420.93023255813955
1	17038471	423.2558139534884
1	17040336	425.5813953488372
